title,condition,url,agency,introduce,kind
언택트 시대의 생활금융,종료,http://www.kmooc.kr/courses/course-v1:SCU+SCU022+2021_1/about,서울사이버대학교,"
본 강좌의 목적은 언택트 사회저변과 금융환경의 변화를 이해한 후, 언택트 금융거래 및 신용관리, 언택트 위험 및 행동심리 유형, 언택트 투자상품별 관리원칙, 생활금융의 미래 흐름을 학습하는 것이다. 
본 강좌의 학습목표는 다음과 같다.
• 코로나 19 이후 언택트 사회 저변과 금융환경 변화를 이해하고 언택트 금융 거래와 신용관리, 위험관리에 대하여 설명할 수 있다.
• 언택트 투자자의 심리유형을 이해하고 언택트 금융상품의 투자원칙과 운용 전략을 습득하면서 다양한 언택트 금융상품에 투자할 수 있다.
• 향후 디지털 금융시장에서 나타날 금융현상을 사전에 대비하고 활용할 수 있게 됨으로써 생활금융 전문가가 될 수 있다.
","
사회과학

                                (경영ㆍ경제)
                            "
노인상담 이론과 기법,종료,http://www.kmooc.kr/courses/course-v1:SCU+SCU016+2021_1/about,서울사이버대학교,"
본 강좌의 목적은 노인상담에 대한 기본적인 이론과 노인 상담기법을 학습하고 노인집단상담과 노인코칭의 이론을 학습함으로써 노인상담자로서의 기초적 자질을 배양하고 실제 현장에 적용하는 것이다.
본 강좌의 학습 목표는 다음과 같다.
• 노인상담에 필요한 이론을 설명할 수 있다.
• 노인상담의 과정과 기법을 배우고 현장에서 적용할 수 있다.
• 노인집단상담에서의 특수성을 이해하고 실제 프로그램을 진행할 수 있다.
• 노인코칭에 대한 이해를 바탕으로 건강한 노인을 위한 자기계발을 도울 수 있다.
","
사회과학

                                (사회과학)
                            "
노인문제와 심리평가,종료,http://www.kmooc.kr/courses/course-v1:SCU+SCU017+2021_1/about,서울사이버대학교,"
본 강좌의 목적은 노년기 심리장애를 학습하고 노인 심리장애를 평가하기 위한 심리검사 방법을 습득하기 위한 것이다.
본 강좌의 학습목표는 다음과 같다.
• 노년기 정상노화에서 벗어난 심리장애를 설명할 수 있다.
• 노인들에게 많이 보이는 사고, 정동, 행동, 언어의 문제를 이해하고 이를 평가하기 위한 방법을 실제에 적용할 수 있다.
• 노인에게서 많이 나타나는 노인 불안증, 노인우울증, 노인 인지장애의 평가 절차와 방법을 실제에 적용할 수 있다
","
사회과학

                                (사회과학)
                            "
노인상담의 실제,종료,http://www.kmooc.kr/courses/course-v1:SCU+SCU018+2021_1/about,서울사이버대학교,"
본 강좌의 목적은 초고령화사회로 접어드는 현 시점에서 노인들을 위한 전문적 심리상담 및 심리지원을 할 수 있는 인력의 실제적 역량을 증가시키기 위한 교육을 제공하는 것이다. 구체적으로, 노인상담의 실제 현장에서 마주하는 위기(자살, 학대, 애도)상황에서 적용할 수 있는 위기상담과 행복한 노년을 위한 상담 그리고 노인상담사들의 역할과 전망에 대해 알아본다. 그리고 노인상담에서 활용할 수 있는 다양한 매체 활용을 위한 표현예술치료를 현장에서 효과적으로 적용할 수 있도록 한다. 
본 강좌의 학습목표는 다음과 같다.
• 노인상담의 고급과정으로서 실제 현장에서 활용할 수 있는 상담기법을 제시할 수 있다.
","
사회과학

                                (사회과학)
                            "
전생애 발달과 노인심리,종료,http://www.kmooc.kr/courses/course-v1:SCU+SCU015+2021_1/about,서울사이버대학교,"
본 강좌의 목적은 노인기에 당면한 어려움에 개입하는 심리상담자로서의 기초적인 자질의 함양에 있다. 노년기에 일어나는 신체적, 심리적, 사회적 측면의 변화를 전생애 발달의 관점에서 쇠퇴와 상실 뿐 아니라 창의성, 삶의 지혜, 자아통합감 등의 긍정적인 측면도 함께 다루며, 여러 기능을 잘 유지하고 건강하고 성공적인 노년기를 보낼 수 있는 방법을 생각해본다.
본 강좌의 학습목표는 다음과 같다.
• 전생애 발달 관점에서 생애 주기별 발달 내용을 설명할 수 있다.
• 노화에 따른 전반적 변화와 적응에 대해 설명할 수 있다.

• 성공적 노년기를 위한 요건을 나열할 수 있다.
","
사회과학

                                (사회과학)
                            "
자기돌봄을 위한 통합예술심리,종료,http://www.kmooc.kr/courses/course-v1:SCU+SCU019+2021_1/about,서울사이버대학교,"
본 강좌의 목적은 예술적 방법을 통하여 자신의 심리건강을 스스로 돌볼 수 있도록 하는 ‘통합예술심리를 통한 자기돌봄’을 이해하고 적용하는 것이다. 누구나 삶에서 직면할 수 있는 크고 작은 자기 문제에 대해 스스로 인식하고 자기자신을 충분히 이해하여 일상에서 자기 치유를 실천해 가는 것은 인간이 건강한 삶을 살아가는데 매우 중요하다. 본 강좌에서는 음악을 중심으로 한 예술치유의 방법으로 자기돌봄을 실행할 수 있도록 기본 이론과 강의자의 시연을 따라 경험하는 실제로 나누어 배울 수 있다. 자기돌봄을 위한 통합예술심리의 방법은 목소리 신체화 작업, 마음챙김과 명상, 즉흥예술, 노래심리치료로 구성되며, 각 방법별 기본 개념과 경험이 통합되어 학습자는 자신만의 자기돌봄 형태와 루틴을 만들어 갈 수 있게 될 것이다. 
본 강좌의 학습목표는 다음과 같다.
• 현대인의 심리건강을 위한 자기치유방법인 자기돌봄의 개념에 대해 설명할 수 있다.
• 자기돌봄을 위한 통합예술심리 방법의 기본 개념을 설명할 수 있다.
• 자기돌봄의 통합예술심리를 신체화된 목소리, 마음챙김 명상, 즉흥예술, 노래심리치료의 4가지 방법으로 나누고 각각의 기본 개념을 설명할 수 있다.
","
의료

                                (치료ㆍ보건)
                            "
노인상담의 이해,종료,http://www.kmooc.kr/courses/course-v1:SCU+SCU014+2021_1/about,서울사이버대학교,"
본 강좌의 목적은 폭발적인 노인인구의 증가로 노인인구 비율이 증가하고, 노인들을 위한 다양한 서비스가 필요한 현 시점에서, 그동안 심리학이나 심리상담 분야에서 주요관심 영역이 아니었던, 노인들의 심리적 발달적 문제에 대해 심도있게 이해하는 것이다.
아울러 다양해지는 노인들의 심리발달적 문제들에 대응하기 위한 심리상담서비스의 필요성과 발전가능성을 기초로 하여 새로운 영역인 노인상담 분야에 대해 다른 심리상담과 차이점과 공통점을 개괄적으로 이해하는 것에 목적을 둔다.
본 강좌의 학습목표는 다음과 같다.
• 우리나라 노인상담의 현주소에 대해 설명할 수 있다.
• 노인상담의 필요성과 특성에 대해 설명할 수 있다.
• 노인상담사의 태도와 차이점에 대해 설명할 수 있다.
","
사회과학

                                (사회과학)
                            "
위대한 수업1(GREAT MINDS) : 천문학자의 시간,종료(청강가능),http://www.kmooc.kr/courses/course-v1:EBS+EBS025+2021_T1/about,EBS,"
▸ K-MOOC의 새로운 도전 : 대국민 교양강좌, 세계 석학들의 위대한 수업
▸ 유발 하라리, 마이클 샌델, 리처드 도킨스, 제레드 다이아몬드 등 
            현재 세계를 이끌고 있는 지성들이 직접 준비한 명강연
▸ 2021년 8월 30일부터 EBS를 통한 방송, K-MOOC를 통한 강의 수강 동시 가능
","
자연과학

                                (수학ㆍ물리ㆍ천문ㆍ지리)
                            "
대한민국의 시작 '대한민국 임시정부',종료(청강가능),http://www.kmooc.kr/courses/course-v1:IHK+IHK02+2021-02-1/about,독립기념관,"수업 목표
1. 대한민국 임시정부의 수립 과정을 알 수 있다.
2. 대한민국 임시정부의 활동 내용을 설명할 수 있다.","
인문

                                (인문과학)
                            "
독립군의 요람 '신흥무관학교',종료(청강가능),http://www.kmooc.kr/courses/course-v1:IHK+IHK03+2021-03-1/about,독립기념관,"1. 신흥무관학교의 태동에 대해 알 수 있다.
2. 경북 안동지역의 독립운동에 대해 설명할 수 있다.","
인문

                                (인문과학)
                            "
"혁신의 기술 ② : 신뢰의 미래, 블록체인을 만나다",종료(청강가능),http://www.kmooc.kr/courses/course-v1:DKUK+MOOC_DKUK0027+2021_T2/about,단국대학교,"● 미래 혁신을
이끌어가는기반기술(블록체인)의발전동향과적용사례에 대한 이해
● 혁신 기술(블록체인)이 가져올 변화상을 이해하고, 시사점을 얻을 수 있는 통찰력 함양
● 기술 변화에 대하여 지속적인 관심을 갖고 능동적으로 대처해나가는 진취적인 태도 함양
● 미래 혁신의 중심이 되는 기술을 활용할 수 있는 역량 함양
● 기술을 활용하여 정치/경제/사회/환경 등 다양한 분야의 문제를 해결할 수 있는 창의적 문제 해결 역량 함양","
공학

                                (컴퓨터ㆍ통신)
                            "
비전공자를 위한 AI 딥러닝(Deep Learning),종료(청강가능),http://www.kmooc.kr/courses/course-v1:KAISTk+COB2021+2021_K1_01/about,한국과학기술원,"
컴퓨터공학관련분야전공이아니면서코딩경험이별로없는학생들이딥러닝(DeepLearning)을중심으로인공지능에대한기본개념을익히고,파이썬(Python)을이용하여코딩실습을통해

AI 리터러시를 높이며, 자신의 분야에서 인공지능을 충분히 활용하여 인공지능혁신리더가될수있는역량을키우도록한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
인공지능 기반 소셜벤처의 비즈니스 모델 개발,종료(청강가능),http://www.kmooc.kr/courses/course-v1:KoreaUnivK+ku_eco_004+2021_A53/about,고려대학교,"
■ 학습 목표: 소셜이노베이션이 가능한 AI 스타트업의 비즈니스모델 개발
■ 수업 내용: 
세상을 바꾸고 싶으세요? 단연코 그것은 위대한 길입니다.
그 길을 가능하게 하려면 위대한 사람이 되어야 합니다.
시대가 우리에게 요구하는 기업가정신은 위대함이 무엇인지 우리 스스로 증명하는 것이 아닐까요?

본 과목의 취지는 위대함의 증명입니다.
그 증명을 위해서 철학적으로, 경제적으로, 인공지능과 HCI/UX 사상을 결부시켜 통찰하고, 솔루션으로써 소셜이노베이션이 가능한 AI 스타트업을 모델링합니다.


 
■ 추천 학습 대상 체크리스트
1. 위대한 사람이 되어서, 위대하게 살고 싶다.
2. 소셜벤처를 창업하고 싶다.
3. 인공지능 기반 소셜벤처의 비즈니스모델를 개발하고 싶다.
4. 소셜이노베이션을 추진하기 위해서 필요한 철학적, 경제적, 인공지능, HCI/UX 사상과 지식을 습득하고 싶다.
한 가지라도 해당된다면 이 강좌를 추천합니다!
","
사회과학

                                (경영ㆍ경제)
                            "
혁신 경영을 위한 다양성 전략,종료(청강가능),http://www.kmooc.kr/courses/course-v1:KoreaUnivK+ku_eco_001+2021_A50/about,고려대학교,"
■ 학습 목표: 우리 주변의 여러 사례를 통해 ‘다양성’의 일반적인 개념을 이해하고, 기업의 혁신 경영 측면으로 발전된 ‘다양성 전략’을 이론과 사례를 통해 학습
■ 수업 내용: 
본 강의는 최근 4차 산업혁명 시대를 맞아 ‘융합’의 아이콘이 중요해지면서, 관심을 끌고 있는 ‘다양성’의 주제를, 혁신 경영을 위한 기업의 전략으로 심화한 강좌입니다. 
먼저 사회와 인문학적 관점으로, 주변의 여러 사례를 통해 다양성의 개념을 이해합니다. 다음으로, 다양성을 기업 경영의 측면으로 발전시켜 기업의 HR이나 Marketing, 그리고 Leadership에 어떤 중요한 역할을 하는지 이해합니다.
또한 다양성이 과학과 혁신 기술에 어떻게 밀접하게 관련되어 작용하는지 이해합니다.
본 강의를 통해서 ‘다양성’의 패러다임이 새로운 시대에 대한 발전과 희망을 불러올 것이라는 지혜를 얻기를 기원합니다.

   
■ 추천 학습 대상 체크리스트
1. ‘다양성’의 주제가 우리의 삶(생활) 속에서 어떻게 공존해야 하는지 알아보고 싶다. 
2. 정치, 경제, 사회, 교육, 과학 등 여러 측면의 ‘다양성 문제’를 이해하고, 이에 대해 깊이 고찰해보고 싶다.
3. 기업 비즈니스 측면의 다양성 전략을 다루는 강좌를 들어보고 싶다.
4. 다양성 이론과 여러 가지 다양성 사례에 대해 알아보고 싶다.
한 가지라도 해당된다면 이 강좌를 추천합니다!
","
사회과학

                                (경영ㆍ경제)
                            "
리스크 관리의 이해 및 응용,종료(청강가능),http://www.kmooc.kr/courses/course-v1:KoreaUnivK+ku_eco_002+2021_A51/about,고려대학교,"
■ 학습 목표: 리스크 및 리스크관리의 절차의 이해 및 분석 도구/기법 응용 역량 함양
■ 수업 내용: 
본 강좌의 목적은 다양한 프로젝트 리스크 관리법을 살펴보고, 주요 기관의 프로젝트 리스크 관리 기준을 벤치마킹함으로써, 체계적 리스크 관리법을 학습하는데 있다. 리스크 및 리스크 관리의 절차를 이해하는 것과 분석 도구 및 기법 응용 역량을 함양하는 것이 본 강좌의 주요 학습목표이다. 특히 리스크 퍼실리테이터와 SME(분야별전문가), 프로제트팀 참여자들이 한팀이 되어 워크숍에 기초한 리스크관리기법을 소개하고 이를 산업현장에 응용할 수 있는 역량과 주요 지식을 함양하기 위한 다양한 내용을 소개한다. 

 
■ 추천 학습 대상 체크리스트
1. 조직/사업의 불확실성과 리스크는 어떻게 관리할까 관심이 생겼다.
2. 최근 빈번한 재해/안전사고의 예방적이면서 체계적인 관리 방법에 대해 궁금해 졌다. 
3. 최근 시행된 중대재해처벌법 때문에 고민중인데 뭔가 근본적인 해결방안안데 대해 도움이 되는 방법론을 찾고 있었다. 
4. 4차산업혁명과 관련된 다양한 SW/HW/IT시스템이 계획대로 잘 안되는 불확실성/리스크 요소에 대한 체계적인 대응 방안이 궁금해졌다. 
5. 사업 추진과정에 있어서 수입과 지출(원가) 그리고 일정상의 리스크를 어떻게 체계적으로 다룰 수 있는지 궁금한 점이 생겼다. 
6. 리스크에 대해 기본 이론과 생활 속의 예시를 통해 쉽게 이해하고 싶다.
7. 리스크에 대한 대응 방안을 생각해보고, 대응 능력을 높이고 싶다.
한 가지라도 해당된다면 이 강좌를 추천합니다!
","
사회과학

                                (경영ㆍ경제)
                            "
맞춤형 화장품의 이해,종료(청강가능),http://www.kmooc.kr/courses/course-v1:DHUk+DHUk12k+2021_T2/about,대구한의대학교,"
맞춤형화장품조제관리사자격증을준비하거나자격증을취득한학생들이맞춤형화장품조제와직접관련된이론과실무지식을학습함으로써현장상황에효과적으로대처할
수있는능력을키움.맞춤형화장품조제관리사의현장실무진행을위한화장품의이해와혼합,분산및소분방법과현장에서의품질관리
및위생관리를익힌다.","
자연과학

                                (생활과학)
                            "
문화와 생활 속 청렴 시즌2,종료,http://www.kmooc.kr/courses/course-v1:ACRCEDU+ACRC02+2022_01/about,국민권익위원회 청렴연수원,"인문학을 통해 청렴의 가치를
생각해보고생활속에서청렴을실천할수 있다.
부패방지 관련 법률 및 신고제도의 취지와 중요성, 주요내용을 이해할 수 있다.","
교육

                                (교육일반)
                            "
문화와 생활 속 청렴,종료,http://www.kmooc.kr/courses/course-v1:ACRCEDU+ACRC01+2022_01/about,국민권익위원회 청렴연수원,"
국민권익위원회청렴연수원은국민들의청렴에대한이해증진을바탕으로실천 장려를 목적으로 '문화와 생활 속 청렴'
강좌를 개설하였습니다","
인문

                                (인문과학)
                            "
빅데이터와 고객관계관리,종료(청강가능),http://www.kmooc.kr/courses/course-v1:PTUk+PMOOC02k+2022_T1/about,평택대학교,"
빅데이터와고객관계관리는4차산업혁명시대에필요한빅데이터처리기술과마케팅이융합된과목으로서빅데이터분석기법을이용하여고객관계관리에필요한고객의장기적유지및관계경영을통하여기업의장기적수익성향상을위한핵심내용들을강의하려고한다.","
사회과학

                                (경영ㆍ경제)
                            "
남북협력개론,종료(청강가능),http://www.kmooc.kr/courses/course-v1:KGU+KGUpo01+2022_T1/about,경기대학교,"ㆍ국민적 합의를 담보할 수 있고 대북정책에
대한자신감과확신을 위한 세가지 대북정책의 기본원칙 학습 및 사회과학적 사고 함양
ㆍ북한 및 통일 정책의 변화와 향후 정책 방향에 대한 학습과 균형잡힌 북한관 정립
ㆍ북한의 정치 및 경제체제, 사회문화 등에 대한 객관적이고 종합적인 이해","
사회과학

                                (사회과학)
                            "
한국독립운동의 역사,종료(청강가능),http://www.kmooc.kr/courses/course-v1:IHK+IHK01+2021-01-1/about,독립기념관,"
    ● 한국 독립운동사의 전반적인 흐름과 내용을 파악할 수 있다. 
    ● 한국 독립운동의 세계사적 가치를 파악할 수 있다.
    ","
인문

                                (인문과학)
                            "
"몸, 숨, 맘 요가 (YBBM : Yoga for Body, Breath and Mind)",종료(청강가능),http://www.kmooc.kr/courses/course-v1:CCHS+CCHS01+2021_01/about,춘해보건대학교,"요가의 다양한 건강증진 방법 즉, 요가자세,
요가호흡,요가이완 및 명상을 통하여 전인건강을 이해하고 생활에서 적용할 수 있는 기법들을 응용할 수 있다.","
예체능

                                (무용ㆍ체육)
                            "
의료AI를 위한 머신러닝,종료(청강가능),http://www.kmooc.kr/courses/course-v1:PNUk+MM_C01+2021_N4/about,부산대학교,"
 반갑습니다 여러분.
의료AI를 위한 머신러닝 강좌로 만나뵙게 되었습니다.
의료 관계자, AI와 머신러닝 관계자,
혹은 의료분야 지망생, 인공지능 지망생,
교양수준에서 해당분야를 배우고 싶은 관심자 분들까지
다양한 학습자들께서 여러 목적으로 오셨겠죠?
모두들 잘 오셨습니다!
이번 강의를 통해
머신러닝의 기본개념과 알고리즘을 이해하고
의료분야에서 AI가 어떻게 활용되고 있는지
함께 살펴보고자 합니다.
즐겁고 유익한 시간 되시기 바랍니다.
감사합니다.
","
공학

                                (컴퓨터ㆍ통신)
                            "
Earth System,종료(청강가능),http://www.kmooc.kr/courses/course-v1:PNUk+ES_C01+2021_N3/about,부산대학교,"
 반갑습니다.
Earth System 강의에 오신 여러분 환영합니다.
오래 전, 지구온난화라는 개념을 시작으로
이제 기후위기, 지속가능발전, 탄소중립 등의 용어는
사회, 경제, 정치 등 모든 분야에서 중요한 이슈가 되었습니다.
그렇다면 현재, 지구의 기후는 어떤 상황에 이르렀을까요?
이번 강의를 통해 우리는
지속가능발전목표(UN-SDGs)를 이해하고
중요 기후관련 지식들을 습득할 것입니다.
특별히 ICCP 6차보고서 중의 주요 내용도 함께 살펴볼 예정입니다.
또한 Earth System 이라는 큰 틀 안에서
최신의 연구결과 및 동향을 소개해 드릴 예정입니다.
지구의 기후는 단편적인 방법으로 이해하기 보다
슈퍼컴퓨터를 활용한 기술과 연구의 발전에 따라
지구 전체의 시스템이 어떻게 순환하는지 함께 살펴볼 것입니다.
이번 강의를 통해,
우리가 살고 있는 터전인 지구의 상황을
좀 더 깊이 이해하고 앞으로 인류가 어떤 방향을 선택하고
어떻게 살아가야 하는 지 함께 고민하는 시간이 되었으면 합니다.
감사합니다.
","
자연과학

                                (생물ㆍ화학ㆍ환경)
                            "
모두를 위한 머신러닝,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SejonguniversityK+SJKMOOC20k+2021_06SJ20/about,세종대학교,"머신러닝의 개념을 이해하고 다양한 머신러닝의 기법을 실세계
문제를 해결하는 데 적용할 수 있는 능력을 기른다.","
공학

                                (컴퓨터ㆍ통신)
                            "
아동상담: 놀이와 예술을 통한 어린이 마음치료 - 아동 문제의 이해와 놀이･예술 심리평가,종료(청강가능),http://www.kmooc.kr/courses/course-v1:BUK+BUK006+2021_T2_01/about,백석대학교,"머신러닝의 개념을 이해하고 다양한 머신러닝의 기법을 실세계
문제를 해결하는 데 적용할 수 있는 능력을 기른다.","
공학

                                (컴퓨터ㆍ통신)
                            "
아동상담: 놀이와 예술을 통한 어린이 마음치료 - 아동의 증상에 따른 놀이･예술 기반 상담의 실제,종료(청강가능),http://www.kmooc.kr/courses/course-v1:BUK+BUK007+2021_T2_01/about,백석대학교,"머신러닝의 개념을 이해하고 다양한 머신러닝의 기법을 실세계
문제를 해결하는 데 적용할 수 있는 능력을 기른다.","
공학

                                (컴퓨터ㆍ통신)
                            "
데이터 구조,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SunMoonK+SMKMOOC-09+2021-T1/about,선문대학교,"<학습목표>
- 데이터구조의 개요와 알고리즘 평가 척도를 학습할수있다.
- 선형 데이터 구조의 개념과 응용에 대해 학습할 수 있다.
- 비선형 데이터 구조의 개념과 응용에 대해 학습할 수 있다.","
공학

                                (컴퓨터ㆍ통신)
                            "
미래 지식과 정보화 사회의 핵심 AI,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SunMoonK+SMKMOOC-08+2021-T1/about,선문대학교,"- 인공지능의 기본적인 개념에 대해 설명할 수있다.
- 인공지능과 관련된 여러 가지 머신 러닝의 알고리즘 대해 설명할 수 있다.
- 머신러닝 알고리즘들이 실제로 어떻게 사용되는지에 대해서 설명할 수 있다.
- 인공지능에 필요한 데이터 구조를 설명 할 수 있다.","
공학

                                (컴퓨터ㆍ통신)
                            "
지능 정보 사회와 AI 윤리,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SunMoonK+SMKMOOC-06+2021-T1/about,선문대학교,"- ai 역기능으로부터 사회를 보호하기 위하여
어떻게해야할지에 대하여 설명 할 수 있다.
- ai의 역기능에 대해서 설명할 수 있다.
- 지능 정보와 사이버 보안에 대한 문제점에 대해서 설명할 수 있다.","
공학

                                (컴퓨터ㆍ통신)
                            "
인공지능 개론 및 응용,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SunMoonK+SMKMOOC-12+2021-T1/about,선문대학교,"- 인공지능의 정의와 역사과
소셜네트워크의정의및핵심방법론들을 이해하고, 현실세계 문제해결에 응용한다.
- 기계학습의 구성요소, 프로세스 및 산출물과 산출물 평가 방법을 이해하고, 결정트리,
퍼센트론,인공신경망등의기계학습알고리즘의 동작원리를 숙지할 수 있다.
- 이미지 구조와 프로세싱 방법을 이해하고, 영상 특징점 검출문제와 카메라 캘리브레이션 문제에 응용할 수 있다.
- 데이터 유출을 방지하기 위한 보안 기법으로 기본적인 암호 체계에 대해 이해하고 RSA를
중점적으로속도와보안수준향상기법을 이해할 수 있다.","
공학

                                (컴퓨터ㆍ통신)
                            "
알기쉬운 데이터베이스론,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SunMoonK+SMKMOOC-11+2021-T1/about,선문대학교,"- 데이터 모델링의 개념과
데이터모델의역할에대해공부한다.
- SQL이 주요 문법을 소개하고 테이블 생성, 검색, 조작을 위한 SQL 질의문 작성하는 방법을 학습한다.
- 데이터베이스 설계의 중요성과 목표를 소개하고, 주요 설계 방법을 배운다.","
공학

                                (컴퓨터ㆍ통신)
                            "
세상을 바꾸는 빅데이터,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SunMoonK+SMKMOOC-07+SMKMOOC-07/about,선문대학교,"- 빅데이터의 개념 및 그 활용에 대해설명할수있다.
- 하둡 기반 빅데이터의 시스템에 대해 설명할 수 있다.
- 빅데이터 프로그래밍에 대해 설명할 수 있다.
- GCP를 이용하여 빅데이터를 구현할 수 있다.","
공학

                                (컴퓨터ㆍ통신)
                            "
영상처리,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SunMoonK+SMKMOOC-10+2021-T1/about,선문대학교,"- 디지털 영상의 이해
- 영상읽기, 변형, 쓰기의 프로그래밍 능력 향상
- OpenCV 사용법 익히기","
공학

                                (컴퓨터ㆍ통신)
                            "
"위대한 수업1(GREAT MINDS) : 마이클샌델과의 대화, 공정을 말하다",종료(청강가능),http://www.kmooc.kr/courses/course-v1:EBS+EBS024+2021_T1/about,EBS,"
▸ K-MOOC의 새로운 도전 : 대국민 교양강좌, 세계 석학들의 위대한 수업
▸ 유발 하라리, 마이클 샌델, 리처드 도킨스, 제레드 다이아몬드 등 
            현재 세계를 이끌고 있는 지성들이 직접 준비한 명강연
▸ 2021년 8월 30일부터 EBS를 통한 방송, K-MOOC를 통한 강의 수강 동시 가능
","
사회과학

                                (사회과학)
                            "
Tsinghua Chinese: Start Talking with 1.3 Billion People,종료(청강가능),http://www.kmooc.kr/courses/course-v1:XuetangX+THc2021+2022T1/about,XuetangX,"
About This Course
This introductory Chinese language course will emphasize basic language skills for everyday life in Mandarin speaking countries. The course utilizes pinyin, the standard system of Romanized spelling for transliterating Chinese, so learners will find it easy to understand and study the language.
.
The course is composed of several parts: Dialogues (taught through pinyin), listening comprehension exercises (in real-world situations), Chinese characters (frequently used in daily life), Mandarin songs, and Tea Time (tips for self-study).
This course is for anyone interested in learning Mandarin Chinese, especially if you plan to work or study in Mandarin-speaking countries. The course is also a good start toward the HSK Chinese proficiency test.
","
인문

                                (언어ㆍ문학)
                            "
아동상담: 놀이와 예술을 통한 어린이 마음치료 - 놀이･예술 기반 아동상담의 특성과 과정,종료(청강가능),http://www.kmooc.kr/courses/course-v1:BUK+BUK004+2021_T2_01/about,백석대학교,"
About This Course
This introductory Chinese language course will emphasize basic language skills for everyday life in Mandarin speaking countries. The course utilizes pinyin, the standard system of Romanized spelling for transliterating Chinese, so learners will find it easy to understand and study the language.
.
The course is composed of several parts: Dialogues (taught through pinyin), listening comprehension exercises (in real-world situations), Chinese characters (frequently used in daily life), Mandarin songs, and Tea Time (tips for self-study).
This course is for anyone interested in learning Mandarin Chinese, especially if you plan to work or study in Mandarin-speaking countries. The course is also a good start toward the HSK Chinese proficiency test.
","
인문

                                (언어ㆍ문학)
                            "
아동상담: 놀이와 예술을 통한 어린이 마음치료 - 놀이･예술 기반의 아동상담 기법과 활용,종료(청강가능),http://www.kmooc.kr/courses/course-v1:BUK+BUK005+2021_T2_01/about,백석대학교,"
About This Course
This introductory Chinese language course will emphasize basic language skills for everyday life in Mandarin speaking countries. The course utilizes pinyin, the standard system of Romanized spelling for transliterating Chinese, so learners will find it easy to understand and study the language.
.
The course is composed of several parts: Dialogues (taught through pinyin), listening comprehension exercises (in real-world situations), Chinese characters (frequently used in daily life), Mandarin songs, and Tea Time (tips for self-study).
This course is for anyone interested in learning Mandarin Chinese, especially if you plan to work or study in Mandarin-speaking countries. The course is also a good start toward the HSK Chinese proficiency test.
","
인문

                                (언어ㆍ문학)
                            "
21세기 미학의 새로운 발견,종료,http://www.kmooc.kr/courses/course-v1:SHU+SHU100+2022_R1/about,세한대학교,"
➀이강좌를성공적으로이수한학생들은현재의complex그리고multiple사회에“21세기미학의새로운발견”이라는강좌를통해공통적인가치관과이념에이성과지성이우선이아닌감성과미학이중심임을이해하며,다양한현대철학자와학자들을통해감성중심(미학중심)의새로운가치와시각을이해하고자신의것으로만들수있게될것입니다.

➁또한이강좌를성공적으로이수한학생들은과학,윤리도덕,예술에대한이해를바탕으로21세기미학의의미를자신의실생활에서적용하고발전시킬수있게될것입니다.","
인문

                                (인문과학)
                            "
위대한 수업1(GREAT MINDS) : 힘든 시대의 경제학,종료(청강가능),http://www.kmooc.kr/courses/course-v1:EBS+EBS023+2021_T1/about,EBS,"
▸ K-MOOC의 새로운 도전 : 대국민 교양강좌, 세계 석학들의 위대한 수업
▸ 유발 하라리, 마이클 샌델, 리처드 도킨스, 제레드 다이아몬드 등 
            현재 세계를 이끌고 있는 지성들이 직접 준비한 명강연
","
사회과학

                                (사회과학)
                            "
모두에게 필요한 공중보건(Public health connects us all),종료(청강가능),http://www.kmooc.kr/courses/course-v1:HonamUniv+HCTL03+2021_ph1/about,호남대학교,"본 강좌는 공중보건의 역사와 개념, 사례를 기반으로 한
공중보건 영향요인, 건강 정보의 확산을 위한 보건교육 방법으로 구성되어 있으며, 본 강좌를 통해 학습자들이 건강한 삶을
누리기 위한 공중보건의 다양한 요인을 이해하고, 실천할 수 있는 역량을 갖추는 것을 목표로 한다.","
의료

                                (간호)
                            "
수학으로 푸는 블록체인(Blockchain solved with mathematics),종료(청강가능),http://www.kmooc.kr/courses/course-v1:HonamUniv+HCTL02+2021_bc1/about,호남대학교,"- 블록체인 속의 수학 기초개념 이해하기
- 블록체인에서 응용되는 보안 배경과 응용성 학습
- 암호의 의미와 블록체인에서의 암호의 역할 이해
- 해시 함수와 블록체인과의 관계 이해
- 다양한 영역에서 응용되는 블록체인의 현장을 체험","
공학

                                (산업)
                            "
멀티링구얼 습득과 실천: 일본어와 영어를 동시에 배우기(초급),종료(청강가능),http://www.kmooc.kr/courses/course-v1:JJU+JJU04+2021_J04/about,전주대학교,"- 블록체인 속의 수학 기초개념 이해하기
- 블록체인에서 응용되는 보안 배경과 응용성 학습
- 암호의 의미와 블록체인에서의 암호의 역할 이해
- 해시 함수와 블록체인과의 관계 이해
- 다양한 영역에서 응용되는 블록체인의 현장을 체험","
공학

                                (산업)
                            "
